Band_Index,Gini_Importance
0,0.013050978
1,0.010829328
2,0.0031184559
3,0.0030659311
4,0.0015127255
5,0.0019090754
6,0.003666615
7,0.006176565
8,0.0039523835
9,0.0049821544
10,0.0022412788
11,0.0025774466
12,0.0009191864
13,0.00068010454
14,0.00089057576
15,0.0008949997
16,0.0015671016
17,0.0009576269
18,0.00082038506
19,0.0071283816
20,0.0010677964
21,0.004821217
22,0.0003788478
23,0.00075335364
24,0.0017069227
25,0.002189793
26,0.0008212011
27,0.0006598793
28,0.0007972023
29,0.0009434884
30,0.0005474845
31,0.0005921744
32,0.0012786026
33,0.000572182
34,0.0007159284
35,0.0007018689
36,0.001176239
37,0.0004001789
38,0.00059598323
39,0.0010532711
40,0.0003668074
41,0.0026412997
42,0.0010166058
43,0.0005067624
44,0.00033461943
45,0.00012907962
46,0.0002817439
47,0.0011087934
48,0.0031828266
49,0.004127784
50,0.0032387509
51,0.003129113
52,0.004355527
53,0.0064714197
54,0.005810886
55,0.009969249
56,0.032536577
57,0.02994455
58,0.0037556791
59,0.0023651365
60,0.00365906
61,0.010769474
62,0.010321287
63,0.0019897493
64,0.0005835859
65,0.0010084
66,0.00086493144
67,0.00081285706
68,0.0011681404
69,0.0012439714
70,0.0015159644
71,0.0006844664
72,0.0012363429
73,0.0015913518
74,0.00059474853
75,0.0025823507
76,0.0029271415
77,0.019631531
78,0.0037045658
79,0.001956775
80,0.0011704253
81,0.0021920132
82,0.002053282
83,0.0037179028
84,0.0021911457
85,0.017934373
86,0.007224799
87,0.01620081
88,0.0036936717
89,0.0078490805
90,0.001431603
91,0.0042914287
92,0.01053725
93,0.0042409855
94,0.0038460067
95,0.00083387305
96,0.0029583343
97,0.0007408925
98,0.008779339
99,0.038397353
100,0.011465669
101,0.00048038954
102,0.00045363244
103,0.0005257639
104,0.00049200567
105,0.00061386375
106,0.001276846
107,0.0033662359
108,0.0009940285
109,0.0017329226
110,0.0025677546
111,0.032568354
112,0.119072445
113,0.005375122
114,0.011297299
115,0.0035226163
116,0.0023052576
117,0.00038963617
118,0.0010793289
119,0.0017395396
120,0.0008085099
121,0.0024903633
122,0.0015499435
123,0.0076805097
124,0.002808317
125,0.001569248
126,0.010445757
127,0.009489213
128,0.014983188
129,0.0010628571
130,0.0010827276
131,0.0023081577
132,0.0013662692
133,0.00017746454
134,0.0003233246
135,0.0004328462
136,0.00083724
137,0.00041460563
138,0.0004123714
139,0.00053453597
140,0.00024451673
141,0.0008341088
142,0.001024547
143,0.0005332409
144,0.0030416283
145,0.0007913032
146,0.0016283181
147,0.0018007733
148,0.00097551337
149,0.0021824974
150,0.000542125
151,0.00080144254
152,0.0019825741
153,0.0023995787
154,0.0013328304
155,0.0020113387
156,0.0042905244
157,0.0958668
158,0.016543763
159,0.035470277
160,0.0023394283
161,0.004427289
162,0.0041684518
163,0.005135935
164,0.0020329342
165,0.0032285743
166,0.0015198502
167,0.00065940665
168,0.00058634917
169,0.00048679818
170,0.00017096903
171,0.00019335753
172,0.00012789504
173,9.4126975e-05
174,9.709373e-05
175,0.00019723228
176,0.00014012694
177,0.00010776463
178,0.00013383335
179,0.0001337112
180,9.597007e-05
181,0.00010081784
182,7.245058e-05
183,7.674445e-05
184,0.0004375205
185,0.00032149086
186,0.00814601
187,0.0008853259
188,0.00022989346
189,0.0003723903
190,0.0003751937
191,0.00043701654
192,0.00034087696
193,0.00047074183
194,0.0005748432
195,0.00038787996
196,0.0004488825
197,0.00036861261
198,0.00040218784
199,0.00059334084
200,0.004591645
201,0.00061666715
202,0.00036193753
203,0.0005545892
204,0.002897164
205,0.00091637275
206,0.0009814742
207,0.00069182756
208,0.00087988924
209,0.0015279058
210,0.0010309271
211,0.0007496529
212,0.0013358614
213,0.0028596646
214,0.0027060749
215,0.0028245891
216,0.03579065
217,0.044050403
