Crop_Class,Band_0,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16,Band_17,Band_18,Band_19,Band_20,Band_21,Band_22,Band_23,Band_24,Band_25,Band_26,Band_27,Band_28,Band_29,Band_30,Band_31,Band_32,Band_33,Band_34,Band_35,Band_36,Band_37,Band_38,Band_39,Band_40,Band_41,Band_42,Band_43,Band_44,Band_45,Band_46,Band_47,Band_48,Band_49,Band_50,Band_51,Band_52,Band_53,Band_54,Band_55,Band_56,Band_57,Band_58,Band_59,Band_60,Band_61,Band_62,Band_63,Band_64,Band_65,Band_66,Band_67,Band_68,Band_69,Band_70,Band_71,Band_72,Band_73,Band_74,Band_75,Band_76,Band_77,Band_78,Band_79,Band_80,Band_81,Band_82,Band_83,Band_84,Band_85,Band_86,Band_87,Band_88,Band_89,Band_90,Band_91,Band_92,Band_93,Band_94,Band_95,Band_96,Band_97,Band_98,Band_99,Band_100,Band_101,Band_102,Band_103,Band_104,Band_105,Band_106,Band_107,Band_108,Band_109,Band_110,Band_111,Band_112,Band_113,Band_114,Band_115,Band_116,Band_117,Band_118,Band_119,Band_120,Band_121,Band_122,Band_123,Band_124,Band_125,Band_126,Band_127,Band_128,Band_129,Band_130,Band_131,Band_132,Band_133,Band_134,Band_135,Band_136,Band_137,Band_138,Band_139,Band_140,Band_141,Band_142,Band_143,Band_144,Band_145,Band_146,Band_147,Band_148,Band_149,Band_150,Band_151,Band_152,Band_153,Band_154,Band_155,Band_156,Band_157,Band_158,Band_159,Band_160,Band_161,Band_162,Band_163,Band_164,Band_165,Band_166,Band_167,Band_168,Band_169,Band_170,Band_171,Band_172,Band_173,Band_174,Band_175,Band_176,Band_177,Band_178,Band_179,Band_180,Band_181,Band_182,Band_183,Band_184,Band_185,Band_186,Band_187,Band_188,Band_189,Band_190,Band_191,Band_192,Band_193,Band_194,Band_195,Band_196,Band_197,Band_198,Band_199,Band_200,Band_201,Band_202,Band_203,Band_204,Band_205,Band_206,Band_207,Band_208,Band_209,Band_210,Band_211,Band_212,Band_213,Band_214,Band_215,Band_216,Band_217
winter_barley,0.41497225,-0.21935129,-0.542818,-0.36904186,-0.8483764,-0.49769,-0.59282035,-0.7484254,-0.51573944,-0.537248,-0.15015708,-0.20286383,-0.096503496,0.27468354,0.6887472,0.647211,0.5735428,0.7094459,0.40203536,0.1904786,0.06916948,-0.014137582,0.10828105,0.33654362,0.23465474,0.40764323,0.19378464,0.14430377,-0.21889278,-0.3329406,-0.6111276,-0.6049313,0.52273124,0.22161287,0.11168039,0.06564873,-0.062402997,-0.029993586,-0.038829703,-0.050278895,-0.47616205,-0.43316108,0.25815293,0.42457363,0.7241327,0.96376914,1.1646175,1.4050887,1.6741889,1.5608284,1.1446973,0.6967619,-0.037359975,-0.99391454,-1.1454537,-0.09669167,-0.3244186,-0.26065746,-0.019267134,0.09829553,-0.45120263,0.8131616,0.41888595,0.034332346,-0.08127359,-0.25329757,-0.5048568,-0.69988495,-0.103446566,0.13421844,-0.1595806,-0.5674825,-0.19386335,-0.14630988,0.50837505,-0.3237484,0.251842,-0.13858071,-0.51697785,-1.2409942,0.28968224,0.3586072,-0.28569725,1.6588204,-0.6540872,-0.21793646,0.70836604,-1.252527,-1.0722783,-0.82616985,-0.11413683,-0.5978156,1.1663694,0.19059405,1.5405577,0.67963165,0.66747653,0.28609827,0.8294463,1.292444,0.24322453,0.25062624,0.21132493,0.24019222,-0.010010612,-0.339019,-0.15403378,-0.5272082,-0.3839669,-0.09452209,-0.0073339725,1.1224743,-1.1611135,-0.40339512,0.14328398,0.442492,0.45901683,0.119358264,-0.042923734,-0.3126904,-0.2738282,-0.1788899,-0.10217695,0.5344195,0.16739972,0.030955225,0.28221682,0.5071952,0.88555086,-0.35998225,-0.19292124,0.027910493,0.15852273,0.21824475,0.10310096,0.1461165,0.08263898,-0.04443128,-0.037643336,-0.2561529,-0.30511594,-0.24227375,-0.1837317,-0.18652022,0.09820443,0.16501755,0.07038409,-0.0052856235,-0.15877303,-0.13588628,-0.11020645,-0.06894221,-0.11178286,-0.119216986,-0.077975705,-0.18582402,-0.054954328,1.0644666,1.0123991,0.626008,-0.42367557,-0.36564815,-0.19552535,0.44123846,0.60810834,0.5553194,0.4545852,0.28865355,0.053300302,-0.015080328,-0.4313379,-0.5537362,-0.64030683,-0.7409137,-0.8242808,-0.8979416,-0.8355906,-0.6174587,-0.67941976,-0.5582185,-0.22866264,0.031690177,0.14965479,0.2511756,0.64045334,0.834555,0.95109797,0.88342434,0.90632826,0.60218924,0.3906381,0.21319354,-0.05641353,-0.24370518,-0.23281077,-0.16526693,-0.026245011,0.12273302,0.24519864,-0.015563116,0.08125795,-0.23359285,-0.06571274,0.21358538,0.4919891,-0.051342703,0.069765285,0.012752967,-0.051152553,0.010802612,-0.50221115,-0.4006173,-0.28743744,-0.105608635,-0.7337162,-0.94745547,-1.2597482,-0.77467316
winter_common_soft_wheat,-1.0051894,-1.0600644,-0.948096,-0.087266125,0.43351743,0.051536486,0.0882861,-0.25769663,-0.42083594,-0.43368536,-0.45163625,-0.6454699,0.071077004,-0.17207965,-0.12965049,0.068439275,0.30244204,0.44295818,0.4981945,0.42986864,0.7102518,0.88419235,0.03592565,-0.37963143,-0.030671366,-0.05329706,0.17594175,0.34122103,0.5498628,0.55544007,0.6888778,0.7226321,0.065844975,0.2860383,0.24210359,0.2736635,0.21223223,0.2107384,0.18329109,0.28122863,0.099487394,0.2714041,0.050353788,-0.14692102,-0.51058966,-0.61218977,-0.77157956,-0.8583984,-1.151379,-1.1990365,-0.81181544,-0.21002273,0.40759096,0.84171486,0.85868955,-0.018146839,-0.37737206,-0.43722305,0.0125705255,0.51491207,0.51702696,-1.5741134,0.30171216,0.019574987,0.66745305,-0.068144135,0.20652494,0.5826846,-0.67289096,-0.6648841,0.47135442,0.38093573,-0.35323143,0.81466067,-0.33230186,1.1015368,0.32799283,-0.19029349,-0.38550025,0.8745362,0.61980516,-0.08984918,-0.7288885,0.25955096,0.23735812,0.250147,1.9243062,-1.6851953,0.44456658,-1.2372253,0.6487867,0.7481553,-1.2849711,-0.46752864,0.44908446,-1.0732214,0.59783554,-1.4512194,-0.9610304,0.19148232,-2.9080884,-1.7953519,-0.7124573,-1.1674402,-1.0511564,-0.038154945,-0.28794467,-0.24869207,-0.03430177,0.39452672,1.4875984,3.229625,1.1778606,1.5271044,0.45500422,0.13660894,-0.17487329,-0.70896536,-0.79375345,-0.6233528,-0.3741247,-0.19176927,0.08523658,0.39294165,0.37929994,0.7013541,1.2570715,1.3720042,1.5180528,0.70473105,0.45074105,-0.42597246,-0.36308497,-0.47912827,-0.30774412,-0.5086277,-0.47984818,-0.4616701,-0.481989,-0.50139433,-0.56785166,-0.42521745,-0.50234044,-0.45958647,-0.36676645,-0.40652785,-0.5159922,-0.52823514,-0.55019677,-0.35656193,-0.48750496,-0.5707731,-0.18620944,-0.44273975,-0.4892569,-0.049384773,-0.14214101,0.3230749,0.38034302,-0.4119952,0.44599763,0.51874405,0.66735464,0.53435755,-1.1288604,-1.0485183,-0.01770823,0.4427498,0.4008203,0.2651051,0.09202044,0.21124224,0.38828358,0.41292745,0.27075574,0.27307072,0.16468841,0.449816,0.30325815,0.11515702,0.09365909,0.29118288,0.06172429,0.21137235,0.46063572,0.41594246,0.4764544,0.39508688,0.21097535,0.2399368,0.19777328,0.13935977,0.070277035,-0.099552326,-0.24566023,-0.2616913,-0.24686512,-0.42738545,-0.44748962,-0.42336118,-0.123321064,-0.25494727,-0.04074227,-0.1359898,-0.13002522,-0.087194644,0.044389617,-0.11035102,0.07479239,0.32618603,0.16207881,0.30908948,0.27460393,-0.21732794,0.24426468,0.63895774,0.6629554,0.67967904
spring_barley,0.2717273,-0.08520468,0.05023965,-1.2487159,-1.4878442,-0.32426178,-0.43450534,0.115051396,0.12297946,0.069655865,0.06311591,0.4945778,0.22083332,0.32596225,0.74829054,0.6400097,0.32769504,0.2544523,0.3697281,0.55689466,0.07753813,0.1574847,0.7243106,0.94013786,0.8175233,0.64282143,0.48721036,0.16078642,-0.14619517,-0.21786678,-0.37648162,-0.47092462,-0.10752259,-0.23447229,-0.3798677,-0.3365173,-0.41037863,-0.42679894,-0.46882328,-0.41395235,-0.42512393,-0.39098763,-0.11885409,-0.07561057,0.02908034,-0.0148696,-0.052740175,-0.16402075,-0.08348076,-0.078351185,-0.3014424,-0.32248408,-0.39289066,-0.6975737,-1.3518926,-0.27346894,0.16002767,0.73852015,-0.03052633,-0.30780107,0.15910193,-1.1700103,-0.62890774,-0.17983557,-0.32053655,-0.05514743,-0.25548226,0.09094881,0.09082885,0.3886034,-0.00815074,0.060510207,0.2514138,0.080166385,0.114911154,0.059245534,-0.0445209,0.55662006,0.91729015,-0.026408514,-0.46803486,-0.19031803,1.1379305,-0.419106,0.37272248,0.42242682,-0.60489273,-0.71016616,0.18442217,1.1254694,-0.11475658,-0.22423534,0.11449841,0.13877857,-0.8905555,0.37934238,-0.4860587,0.78363657,-0.14636472,0.92674905,-0.3919209,1.0744531,0.9232079,1.0856714,1.0148668,0.4283974,0.63851863,0.3336913,0.19626401,-0.051922332,-0.5789946,-1.4912972,-0.2529122,-0.85316515,-0.06686136,0.042719994,-0.29292557,0.120470844,0.25903997,0.42891622,0.10021492,-0.1585906,-0.44278556,-0.4954793,-0.2939405,-0.9776919,-1.4574736,-1.6838692,-1.766939,-0.21810415,-0.26372766,0.6688975,0.6633578,0.61039394,0.49311104,0.48741242,0.37516662,0.42088684,0.29464376,0.45812875,0.45880574,0.26159108,0.1661753,0.07571746,-0.017309578,-0.14455809,-0.13481154,-0.013033018,0.08894625,0.26191673,0.1855941,0.5334695,0.23867752,0.42833227,0.1514262,-0.120753266,-0.12385291,-0.43648192,0.05549029,0.6642879,0.32288826,0.034599755,-0.2820828,-0.28221613,0.94347143,0.98623604,0.28445423,-0.29386082,-0.2850121,-0.13706732,0.033191495,0.27295837,0.17241101,0.2062771,0.24014258,0.1139733,0.19073561,0.45976004,0.20447539,0.042991582,0.20480645,0.1426759,0.1451752,-0.12226897,-0.13661253,-0.47478032,-0.5494675,-0.6428027,-0.563974,-0.63254243,-0.44797176,-0.28369966,0.044461273,0.102378555,0.23506068,0.17820898,0.07095956,0.033704475,0.04722943,0.3205586,0.068881676,0.6537073,0.18582925,0.1312173,0.17597571,0.31948414,0.06306615,0.01857888,-0.084593266,-0.25440758,-0.13953225,-0.44259953,-0.39638764,-0.051553175,-0.22577798,-0.6078907,-0.39496836,-1.3359718
spring_common_soft_wheat,-0.24355006,0.61339307,0.6593583,1.1576492,1.4260753,0.5375406,0.6044624,0.53171825,0.36341563,0.33679944,0.17190266,0.19120146,-0.109016486,-0.2357549,-0.59284955,-0.6966747,-0.5112814,-0.6112781,-0.55732495,-0.6092388,-0.28667325,-0.3531562,-0.67181253,-0.5087269,-0.63996637,-0.6218525,-0.6003038,-0.5924623,-0.2750076,-0.02286442,0.013280583,0.054681078,-0.59304154,-0.32104325,-0.16632752,-0.22215055,-0.11684707,-0.016312087,0.035451874,0.08228984,0.38414666,0.38546175,0.045586113,-1.9232539e-06,0.042144164,-0.07924997,0.022231234,0.14017804,0.15455993,0.28968215,0.34380823,0.30275455,0.3647392,0.60273033,0.35766354,-0.36821774,0.09731417,-0.28588846,0.06910005,-0.12394066,-0.39341903,1.9666095,0.48983276,0.3859532,0.20518251,0.35038126,0.45685768,-0.24291112,0.4358613,0.6255844,0.011852018,0.11475682,-0.07639249,0.12705588,-0.4100727,-0.39807287,0.03214169,-0.32235163,0.45714164,0.3795777,-0.253056,-0.45513895,-0.26190096,-1.6621292,0.1295434,-1.8350959,-0.8223395,1.7652853,0.16961125,1.4606271,-0.3645266,1.0145825,-0.7928998,0.1843711,-0.78978086,0.2125184,-0.2929656,0.42214954,0.5832002,-2.1925418,2.39175,0.24933228,-0.2220579,-0.15678175,-0.05711253,-0.08814931,-0.20537856,0.13166957,-0.026500335,-0.2832104,-0.4832643,-1.3749064,-0.7078952,-0.18950717,-0.40263224,0.0041600787,0.20733751,0.34088817,0.41177997,0.3246154,0.3676487,0.3550682,0.2924292,-0.33965403,-0.17359453,0.12795389,0.1308458,0.30436888,0.19708098,0.11769566,0.1624622,0.29954416,0.14508218,0.13285562,0.07623019,0.14582475,0.11173605,0.21620764,0.18261611,0.22994421,0.23901044,0.261297,0.31705484,0.2787748,0.08566714,0.09936927,0.20356071,0.13317497,0.18803637,-0.07304241,0.025060331,-0.290233,-0.13761762,-0.2734936,0.10181294,0.1396962,0.04642308,-0.60050774,-1.4242541,-0.94557595,0.05056488,0.12789126,-0.030249318,-0.9316308,-0.9653404,-0.8182571,-0.3483079,-0.28578892,-0.18967575,-0.28671873,0.08287517,0.13533477,0.09688156,0.2161738,0.25684652,0.39289415,0.34941006,-0.0031846368,0.18009397,0.22037905,-0.06037886,-0.27357075,-0.17923898,-0.18949796,-0.5371927,-0.414631,-0.49594927,-0.2979282,-0.39990813,-0.2557291,-0.25393683,-0.16089052,-0.08110283,-0.0070473417,-0.02031856,0.036878888,-0.04058671,-0.09094834,-0.10407787,0.08002553,-0.15121652,-0.037996925,-0.09386323,-0.21378447,-0.34226838,-0.018043943,-0.07821532,-0.028635563,0.19949771,0.28481674,0.552107,0.5504001,0.48230585,0.6591107,1.2248849,0.9530124,1.590976,0.95876294
