Band_Index,Gini_Importance
0,0.009577066
1,0.0037684182
2,0.008080384
3,0.0036061653
4,0.0042898394
5,0.0014697157
6,0.0022483768
7,0.0042447057
8,0.0028023175
9,0.00076332793
10,0.00070506026
11,0.0015865833
12,0.0008102027
13,0.0013104745
14,0.00096211396
15,0.00075088267
16,0.0037878386
17,0.0011748573
18,0.0012404302
19,0.0015713908
20,0.0010890273
21,0.0034680152
22,0.0031259279
23,0.0044160606
24,0.0019270992
25,0.0018841022
26,0.00083196134
27,0.045646463
28,0.0008484327
29,0.0009129116
30,0.00095560926
31,0.00073776225
32,0.002640737
33,0.0020835062
34,0.001260854
35,0.0008203389
36,0.000909859
37,0.0007055923
38,0.0005347357
39,0.0006176896
40,0.0006747082
41,0.00093994243
42,0.0008166768
43,0.00057635154
44,0.0014064743
45,0.0006750744
46,0.0022863983
47,0.0011518667
48,0.0032485253
49,0.0023454535
50,0.007855436
51,0.004662905
52,0.008431784
53,0.0046261563
54,0.0044621127
55,0.004112124
56,0.0037981577
57,0.0033791184
58,0.020549592
59,0.004652775
60,0.0075089266
61,0.0017773705
62,0.0011658566
63,0.0006278545
64,0.0003872241
65,0.00034256632
66,0.00023667836
67,0.00055493496
68,0.00046485986
69,0.00039329912
70,0.00036151917
71,0.00038236205
72,0.001332176
73,0.000329924
74,0.00014082759
75,0.0008025492
76,0.0006264675
77,0.00047999457
78,0.0014312341
79,0.0008147159
80,0.0004646223
81,0.0012024334
82,0.0019013912
83,0.0007808178
84,0.00080652256
85,0.0069393683
86,0.0030264675
87,0.004685115
88,0.0013816241
89,0.0013891706
90,0.0015551186
91,0.0022317641
92,0.0031377466
93,0.0019599325
94,0.001476494
95,0.0003298982
96,0.0019376085
97,0.0006934971
98,0.0034834496
99,0.007113382
100,0.03765274
101,0.00044882088
102,0.0003100573
103,0.00081145304
104,0.00024722898
105,0.00016397514
106,0.00042083682
107,0.00052933
108,0.0007287968
109,0.00070274516
110,0.0014193738
111,0.008162445
112,0.020047098
113,0.0055352426
114,0.02016383
115,0.004087241
116,0.0008709572
117,0.00035343596
118,0.0008174723
119,0.0014708705
120,0.0019119341
121,0.0024261202
122,0.004509254
123,0.0074097677
124,0.004553009
125,0.0038180908
126,0.001305499
127,0.005998326
128,0.016565837
129,0.008989134
130,0.0032095478
131,0.003574668
132,0.00032286954
133,0.0004974287
134,0.000869082
135,0.01339335
136,0.10745497
137,0.002117401
138,0.016939497
139,0.0008383456
140,0.0009111786
141,0.00033094315
142,0.0006346515
143,0.00038535346
144,0.0006038996
145,0.001040275
146,0.00097360066
147,0.0015103183
148,0.0016468149
149,0.0015032587
150,0.0018513156
151,0.0013879397
152,0.0045286478
153,0.0041263774
154,0.0026148288
155,0.001585021
156,0.04843512
157,0.101554036
158,0.023207704
159,0.018828578
160,0.010560864
161,0.004498325
162,0.0033212672
163,0.007777946
164,0.0064018937
165,0.004220677
166,0.0029367984
167,0.004801272
168,0.0006136596
169,0.0014237006
170,0.000474757
171,0.0011864521
172,0.0013301797
173,0.00038107092
174,0.011179762
175,0.00082963746
176,0.00058910425
177,0.009148219
178,0.00059181295
179,0.0018035257
180,0.00020746067
181,0.00012257352
182,0.00014269294
183,0.0001896268
184,0.00045819927
185,0.00023979548
186,0.001259785
187,0.0012649491
188,0.0011799167
189,0.0009350308
190,0.0035608823
191,0.0016532983
192,0.00069098355
193,0.0022233461
194,0.0005206965
195,0.0004191067
196,0.0004892037
197,0.001558531
198,0.0012607588
199,0.00083618244
200,0.0011394249
201,0.0011089097
202,0.0008012468
203,0.0010098154
204,0.00094367226
205,0.0021195747
206,0.0005332694
207,0.00077535585
208,0.0014256445
209,0.0009460213
210,0.00091157283
211,0.00096980884
212,0.003224249
213,0.003990492
214,0.0065505328
215,0.018541638
216,0.018835424
217,0.036105122
