Band_Index,Gini_Importance
0,0.049561395919698735
1,0.028915550573236214
2,0.007693826594452978
3,0.008798272360918662
4,0.0013672950194415759
5,0.003984011539999582
6,0.004329501323931028
7,0.0016550999774158012
8,0.0006231810023184593
9,0.000829806750527189
10,0.0013957506617119947
11,0.0002950181840776997
12,0.010742434939679484
13,0.00020500827137933557
14,0.00176628577072602
15,0.0009432975122596524
16,0.0003527703292478952
17,0.0019421741131436215
18,1.1705491894446964e-05
19,0.0
20,0.0015167174917610476
21,0.0008663827811784129
22,0.0
23,0.00028888450762824575
24,0.00045243082866065645
25,0.0015270076186348857
26,0.0004225627513990671
27,0.005408775705339646
28,0.00013629270833351726
29,0.0019510043179353108
30,0.0
31,0.0009448814163920826
32,0.017653033832433346
33,0.003517835161018413
34,0.0013096016418868708
35,0.001383748836184456
36,0.0022327669430792954
37,0.00036296085098718334
38,0.0006739924756093162
39,0.001954691873527884
40,0.0
41,0.0013638349570392159
42,0.0035276699049387565
43,0.0007709967133380038
44,0.0013938383447061789
45,0.000554304227476362
46,0.0
47,0.0019479761567401074
48,0.0009143678140250043
49,0.010545920162578182
50,0.0010424896841289802
51,0.002125152477572103
52,0.0064228342323243955
53,0.018078060753014442
54,0.008281206093583906
55,0.009916926313616558
56,0.008143252270344202
57,0.009318039590320265
58,0.0035921329848669224
59,0.004374018301791721
60,0.00034309028731366434
61,0.04561928484711158
62,0.00175397235839625
63,0.0007318097108222277
64,0.0011577305057781796
65,0.0
66,0.00022732427251054494
67,0.0008151537628373998
68,0.00027444319583320325
69,0.002878329664273971
70,0.0005919815662239351
71,0.03401012241102959
72,0.00016180001077518844
73,0.0027905621352931767
74,0.0014786155847388157
75,0.0
76,0.0008477747997218451
77,0.00029589455227298407
78,0.0
79,0.00376076272929112
80,0.0
81,0.00281209650397802
82,0.0019973708768548817
83,0.00020731542376737326
84,0.00029456758178108406
85,0.007855504310494112
86,0.0013458026714033235
87,0.02383951341936494
88,0.00016395580916801433
89,0.0009625292199837643
90,0.00017450435970753253
91,0.0009186351896154518
92,0.0008924859604276795
93,0.003092313581108804
94,0.002414092966934817
95,8.39127536364322e-05
96,0.005748301183623049
97,0.0008670115026298021
98,0.0017075880653628437
99,0.03709546075531073
100,0.035576767517284814
101,0.00042494211924773336
102,0.000786817061838353
103,0.0
104,0.0
105,0.0
106,0.0004160186472687445
107,2.5599331343417176e-06
108,0.0
109,0.0009021844448456528
110,2.2786732584805747e-05
111,0.0077280331330470955
112,0.010332929505950552
113,0.0039061121033488735
114,0.004823233536578973
115,0.010902252758289361
116,0.0019852890817488806
117,0.0015276755536421608
118,0.0002432796141211094
119,0.001479337526398363
120,0.0
121,0.0022000054363888626
122,0.0007297121976769121
123,0.0011918651705388453
124,0.003302794672384331
125,0.0020419376607440005
126,0.0003981266472573857
127,0.01972394572168763
128,0.17524377619560041
129,0.004738085990046967
130,0.001400572779568535
131,0.004525923290261207
132,0.0
133,0.0
134,0.0009676211942710141
135,0.0
136,0.0
137,0.003914504620613647
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.00014205071164005473
144,0.00018232777745153835
145,0.01131589165464553
146,0.0016297920827528776
147,0.0
148,0.001331069107902331
149,0.00028057566869644894
150,0.0
151,0.0005393680195417752
152,0.0
153,0.0038096834953553226
154,0.0006861853917110274
155,0.0
156,0.00012830464206508747
157,0.10242771609648871
158,0.06512753630596171
159,0.004725591317292945
160,0.001895164937900331
161,0.001076229100464942
162,0.00012346715111391705
163,0.0006045848282308495
164,0.0008383553857338344
165,0.004253049319449139
166,0.0017632799614617548
167,0.002303777723666508
168,0.00023287474332897045
169,0.0
170,0.00790859933314434
171,3.984447203489426e-05
172,0.0006050019764064988
173,0.0
174,6.1631281865364885e-06
175,0.0
176,0.0
177,0.0011383745539951392
178,0.001024857359097441
179,0.0003980759699326686
180,0.0003900457842542233
181,0.0
182,0.0
183,0.00021710466733695309
184,0.0
185,0.0007161829621931102
186,0.0013841967447819398
187,0.00018604051092679686
188,0.0
189,0.00011162430655607812
190,0.002023471690437002
191,0.0
192,0.0
193,1.20799017642703e-06
194,0.0005737218202396075
195,0.0015826154104459835
196,0.00015375620353450168
197,0.0
198,0.00017159919913175433
199,0.0005375046379204542
200,0.00029460281661083015
201,0.002089334862493083
202,0.0011837558915668797
203,0.0011015116655325227
204,0.0010980201743661289
205,4.369190320223484e-05
206,0.0
207,0.0001884878344966962
208,0.0
209,0.0010819078927616244
210,0.0
211,0.0
212,0.000657730243962624
213,0.005908770590103224
214,0.0024303474012752216
215,0.0
216,0.00314331485472069
217,0.004211975289119032
